"Gene","Entry.Name","UniProt.ID","Description","logFC","P.Val","adj.P.Val","log.P.Val","log.adj.P.Val","n_data_points_BK516_Ctrl","n_data_points_BK516_Cflag","imputed_BK516_Cflag","imputed_BK516_Ctrl","is_significant"
"GENE2226","GENE2226_HUMAN","P13433","Protein GENE2226",1.1575,0.699959,0.376088,0,0.4247,5,3,FALSE,FALSE,FALSE
"GENE1075","GENE1075_HUMAN","P21413","Protein GENE1075",-0.5142,1,0.901659,0,0.045,6,6,FALSE,TRUE,FALSE
"GENE0810","GENE0810_HUMAN","P07832","Protein GENE0810",0.0867,1,0.74466,0.1106,0.128,6,2,FALSE,FALSE,FALSE
"GENE0971","GENE0971_HUMAN","P16690","Protein GENE0971",0.3343,0.517897,0.270104,0,0.5685,5,3,FALSE,FALSE,FALSE
"GENE0480","GENE0480_HUMAN","P91439","Protein GENE0480",-0.0175,1,0.926612,0,0.0331,2,2,TRUE,FALSE,FALSE
"GENE1861","GENE1861_HUMAN","P80048","Protein GENE1861",-0.3134,0.821274,0.236453,0.483,0.6263,5,2,FALSE,FALSE,FALSE
"GENE0434","GENE0434_HUMAN","P67515","Protein GENE0434",-0.2224,1,0.538737,0,0.2686,3,2,FALSE,FALSE,FALSE
"GENE1547","GENE1547_HUMAN","P00867","Protein GENE1547",0.4518,1,0.835493,0,0.0781,5,6,TRUE,FALSE,FALSE
"GENE0355","GENE0355_HUMAN","P63060","Protein GENE0355",-0.2258,1,0.712911,0,0.147,4,4,FALSE,FALSE,FALSE
"GENE0145","GENE0145_HUMAN","P27137","Protein GENE0145",0.0706,0.333265,0.260785,0,0.5837,3,3,FALSE,FALSE,FALSE
"GENE2408","GENE2408_HUMAN","P45056","Protein GENE2408",-0.3155,1,0.731653,0,0.1357,5,5,FALSE,FALSE,FALSE
"GENE0211","GENE0211_HUMAN","P62697","Protein GENE0211",0.1854,1,0.634062,0,0.1979,4,4,FALSE,TRUE,FALSE
"GENE1736","GENE1736_HUMAN","P50684","Protein GENE1736",0.5989,0.98733,0.382474,0,0.4174,6,5,FALSE,FALSE,FALSE
"GENE2352","GENE2352_HUMAN","P10216","Protein GENE2352",0.1139,0.250832,0.12419,0.5185,0.9059,5,5,FALSE,FALSE,FALSE
"GENE1372","GENE1372_HUMAN","P40809","Protein GENE1372",0.1635,0.614977,0.124368,0.3818,0.9053,4,3,FALSE,FALSE,FALSE
"GENE0661","GENE0661_HUMAN","P98333","Protein GENE0661",-0.27,0.95239,0.427848,0,0.3687,6,5,FALSE,FALSE,FALSE
"GENE0999","GENE0999_HUMAN","P29420","Protein GENE0999",0.2194,0.835699,0.44603,0,0.3506,2,5,FALSE,FALSE,FALSE
"GENE2807","GENE2807_HUMAN","P09621","Protein GENE2807",0.0036,0.844379,0.29914,0,0.5241,2,5,FALSE,FALSE,FALSE
"GENE1154","GENE1154_HUMAN","P74590","Protein GENE1154",0.1005,0.929763,0.911626,0,0.0402,4,6,FALSE,FALSE,FALSE
"GENE2224","GENE2224_HUMAN","P33752","Protein GENE2224",-0.2594,0.26704,0.111666,0.4128,0.9521,6,5,FALSE,FALSE,FALSE
"GENE0990","GENE0990_HUMAN","P36320","Protein GENE0990",0.2362,0.395047,0.247009,0.3061,0.6073,2,6,TRUE,TRUE,FALSE
"GENE2690","GENE2690_HUMAN","P53028","Protein GENE2690",-0.3149,1,0.758775,0,0.1199,5,6,FALSE,FALSE,FALSE
"GENE0960","GENE0960_HUMAN","P06625","Protein GENE0960",-0.109,0.539892,0.287618,0.0373,0.5412,4,4,FALSE,FALSE,FALSE
"GENE1964","GENE1964_HUMAN","P61350","Protein GENE1964",0.0506,0.753521,0.293514,0,0.5324,3,6,FALSE,FALSE,FALSE
"GENE2088","GENE2088_HUMAN","P23192","Protein GENE2088",-0.6193,0.805661,0.225718,0.0632,0.6464,5,5,FALSE,FALSE,FALSE
"GENE0224","GENE0224_HUMAN","P08584","Protein GENE0224",0.1727,1,0.692187,0.1418,0.1598,4,4,TRUE,TRUE,FALSE
"GENE2132","GENE2132_HUMAN","P39249","Protein GENE2132",-0.2074,1,0.765185,0,0.1162,5,3,FALSE,FALSE,FALSE
"GENE1109","GENE1109_HUMAN","P47251","Protein GENE1109",-0.612,0.724096,0.571798,0.2084,0.2428,3,2,TRUE,FALSE,FALSE
"GENE2405","GENE2405_HUMAN","P75933","Protein GENE2405",1.0119,0.039283,0.008837,1.6229,2.0537,6,6,FALSE,FALSE,TRUE
"GENE1362","GENE1362_HUMAN","P71260","Protein GENE1362",-0.571,1,0.467175,0.1454,0.3305,5,5,FALSE,FALSE,FALSE
"GENE2599","GENE2599_HUMAN","P09639","Protein GENE2599",-0.142,1,0.763855,0.1127,0.117,3,4,FALSE,FALSE,FALSE
"GENE2662","GENE2662_HUMAN","P74047","Protein GENE2662",0.1173,1,0.431846,0.299,0.3647,5,5,FALSE,FALSE,FALSE
"GENE1542","GENE1542_HUMAN","P30514","Protein GENE1542",-0.0314,1,0.418062,0,0.3788,3,3,FALSE,FALSE,FALSE
"GENE2106","GENE2106_HUMAN","P24222","Protein GENE2106",0.3409,1,0.759892,0,0.1192,5,3,TRUE,FALSE,FALSE
"GENE0546","GENE0546_HUMAN","P38899","Protein GENE0546",0.0591,1,0.91882,0,0.0368,4,5,FALSE,FALSE,FALSE
"GENE2178","GENE2178_HUMAN","P10963","Protein GENE2178",-0.062,1,0.496951,0,0.3037,3,6,FALSE,FALSE,FALSE
"GENE2164","GENE2164_HUMAN","P01463","Protein GENE2164",0.0798,1,0.546388,0.016,0.2625,3,4,FALSE,FALSE,FALSE
"GENE0898","GENE0898_HUMAN","P97079","Protein GENE0898",0.5088,0.813879,0.703985,0,0.1524,4,6,FALSE,FALSE,FALSE
"GENE1113","GENE1113_HUMAN","P92639","Protein GENE1113",0.4114,0.632112,0.227201,0,0.6436,4,4,FALSE,FALSE,FALSE
"GENE2685","GENE2685_HUMAN","P02416","Protein GENE2685",0.0958,0.633355,0.143685,0.6631,0.8426,5,3,FALSE,FALSE,FALSE
"GENE2183","GENE2183_HUMAN","P86522","Protein GENE2183",0.1168,1,0.91422,0,0.0389,2,6,FALSE,FALSE,FALSE
"GENE2812","GENE2812_HUMAN","P63224","Protein GENE2812",0.0654,1,0.590319,0,0.2289,6,4,FALSE,FALSE,FALSE
"GENE0187","GENE0187_HUMAN","P69906","Protein GENE0187",0.3252,0.765772,0.272061,0,0.5653,6,5,FALSE,FALSE,FALSE
"GENE1697","GENE1697_HUMAN","P18411","Protein GENE1697",-0.9971,0.963572,0.371679,0,0.4298,3,4,FALSE,FALSE,FALSE
"GENE1209","GENE1209_HUMAN","P65552","Protein GENE1209",-0.242,1,0.684714,0,0.1645,3,2,TRUE,FALSE,FALSE
"GENE2442","GENE2442_HUMAN","P48822","Protein GENE2442",0.2594,0.511331,0.347693,0,0.4588,2,6,TRUE,FALSE,FALSE
"GENE1691","GENE1691_HUMAN","P32218","Protein GENE1691",0.5062,0.640397,0.298817,0.0693,0.5246,5,4,FALSE,FALSE,FALSE
"GENE1182","GENE1182_HUMAN","P67788","Protein GENE1182",0.0924,0.467943,0.235645,0,0.6277,3,6,FALSE,FALSE,FALSE
"GENE0565","GENE0565_HUMAN","P14095","Protein GENE0565",0.034,1,0.309059,0.1246,0.51,5,5,FALSE,FALSE,FALSE
"GENE1824","GENE1824_HUMAN","P91318","Protein GENE1824",0.0857,1,0.424596,0,0.372,3,6,FALSE,FALSE,FALSE
"GENE1241","GENE1241_HUMAN","P16509","Protein GENE1241",0.1566,1,0.597585,0,0.2236,3,6,FALSE,FALSE,FALSE
"GENE1619","GENE1619_HUMAN","P92449","Protein GENE1619",-0.3606,0.795544,0.407616,0,0.3897,6,6,FALSE,FALSE,FALSE
"GENE2870","GENE2870_HUMAN","P61945","Protein GENE2870",0.0898,1,0.308558,0,0.5107,5,3,FALSE,FALSE,FALSE
"GENE1934","GENE1934_HUMAN","P94849","Protein GENE1934",0.6199,1,0.355829,0.111,0.4488,5,2,FALSE,FALSE,FALSE
"GENE0790","GENE0790_HUMAN","P01235","Protein GENE0790",1.1624,0.434591,0.143894,0.2995,0.842,2,2,FALSE,FALSE,FALSE
"GENE0038","GENE0038_HUMAN","P99342","Protein GENE0038",-0.0648,0.760315,0.22751,0.4493,0.643,2,3,FALSE,FALSE,FALSE
"GENE2194","GENE2194_HUMAN","P87133","Protein GENE2194",0.6189,0.486202,0.134742,0.3386,0.8705,2,2,TRUE,FALSE,FALSE
"GENE0602","GENE0602_HUMAN","P38614","Protein GENE0602",0.3313,1,0.951097,0,0.0218,6,3,TRUE,FALSE,FALSE
"GENE1524","GENE1524_HUMAN","P76480","Protein GENE1524",0.2312,0.37921,0.163894,0.4584,0.7854,2,3,FALSE,FALSE,FALSE
"GENE0416","GENE0416_HUMAN","P33504","Protein GENE0416",0.1762,1,0.949168,0,0.0227,6,5,TRUE,FALSE,FALSE
"GENE1545","GENE1545_HUMAN","P64469","Protein GENE1545",-0.2233,0.660819,0.226741,0.5572,0.6445,3,2,FALSE,FALSE,FALSE
"GENE1264","GENE1264_HUMAN","P00473","Protein GENE1264",0.2464,0.732829,0.201041,0.1051,0.6967,6,3,TRUE,FALSE,FALSE
"GENE1913","GENE1913_HUMAN","P94347","Protein GENE1913",0.4347,1,0.64315,0,0.1917,3,3,FALSE,FALSE,FALSE
"GENE0363","GENE0363_HUMAN","P71107","Protein GENE0363",-0.0996,0.876126,0.226981,0,0.644,5,4,FALSE,FALSE,FALSE
"GENE2201","GENE2201_HUMAN","P93588","Protein GENE2201",-0.5489,0.927961,0.262743,0.1455,0.5805,6,2,FALSE,FALSE,FALSE
"GENE2046","GENE2046_HUMAN","P91567","Protein GENE2046",-0.1679,1,0.487732,0.1198,0.3118,2,6,FALSE,FALSE,FALSE
"GENE1869","GENE1869_HUMAN","P48557","Protein GENE1869",0.4444,1,0.811756,0,0.0906,5,3,FALSE,FALSE,FALSE
"GENE0403","GENE0403_HUMAN","P26519","Protein GENE0403",-0.1712,1,0.640105,0,0.1937,4,6,FALSE,FALSE,FALSE
"GENE1969","GENE1969_HUMAN","P20540","Protein GENE1969",-0.2218,0.517043,0.228303,0.0422,0.6415,5,5,FALSE,FALSE,FALSE
"GENE2766","GENE2766_HUMAN","P84073","Protein GENE2766",0.2487,0.59795,0.129471,0.2632,0.8878,6,2,FALSE,FALSE,FALSE
"GENE0376","GENE0376_HUMAN","P03676","Protein GENE0376",0.1762,1,0.742575,0,0.1293,6,5,FALSE,FALSE,FALSE
"GENE0813","GENE0813_HUMAN","P24641","Protein GENE0813",-0.0043,0.298365,0.141074,0.3532,0.8506,3,2,FALSE,FALSE,FALSE
"GENE1282","GENE1282_HUMAN","P88170","Protein GENE1282",0.6258,0.357837,0.101911,0.7433,0.9918,3,4,FALSE,FALSE,FALSE
"GENE1532","GENE1532_HUMAN","P21430","Protein GENE1532",0.0498,0.54265,0.541567,0,0.2663,6,2,FALSE,FALSE,FALSE
"GENE0920","GENE0920_HUMAN","P47381","Protein GENE0920",0.0734,1,0.346186,0,0.4607,4,2,FALSE,FALSE,FALSE
"GENE0822","GENE0822_HUMAN","P38410","Protein GENE0822",-0.8384,0.131862,0.036989,0.9203,1.4319,2,3,FALSE,FALSE,TRUE
"GENE1133","GENE1133_HUMAN","P62637","Protein GENE1133",-0.0894,0.442708,0.274483,0.0673,0.5615,6,2,TRUE,FALSE,FALSE
"GENE1819","GENE1819_HUMAN","P51157","Protein GENE1819",-0.8359,1,0.680026,0,0.1675,4,2,FALSE,FALSE,FALSE
"GENE1243","GENE1243_HUMAN","P77759","Protein GENE1243",-0.7212,1,0.68965,0.0018,0.1614,6,3,FALSE,FALSE,FALSE
"GENE1272","GENE1272_HUMAN","P08110","Protein GENE1272",-0.162,1,0.600685,0,0.2214,3,4,FALSE,TRUE,FALSE
"GENE2558","GENE2558_HUMAN","P05820","Protein GENE2558",-0.0256,1,0.786494,0,0.1043,3,3,FALSE,FALSE,FALSE
"GENE0359","GENE0359_HUMAN","P87134","Protein GENE0359",-0.5287,1,0.765451,0,0.1161,6,5,TRUE,FALSE,FALSE
"GENE1115","GENE1115_HUMAN","P67141","Protein GENE1115",0.177,1,0.472145,0,0.3259,4,3,FALSE,FALSE,FALSE
"GENE2096","GENE2096_HUMAN","P05472","Protein GENE2096",-0.5053,1,0.973027,0,0.0119,4,4,FALSE,FALSE,FALSE
"GENE0942","GENE0942_HUMAN","P22821","Protein GENE0942",0.2704,1,0.568898,0,0.245,5,2,FALSE,FALSE,FALSE
"GENE0015","GENE0015_HUMAN","P90374","Protein GENE0015",-0.2926,1,0.88474,0,0.0532,3,4,FALSE,FALSE,FALSE
"GENE0504","GENE0504_HUMAN","P32160","Protein GENE0504",0.2618,0.574819,0.31387,0.1595,0.5033,5,2,FALSE,FALSE,FALSE
"GENE2340","GENE2340_HUMAN","P56592","Protein GENE2340",-0.0238,1,0.90721,0,0.0423,3,3,FALSE,TRUE,FALSE
"GENE2619","GENE2619_HUMAN","P32645","Protein GENE2619",0.8262,1,0.704821,0,0.1519,3,5,FALSE,FALSE,FALSE
"GENE2216","GENE2216_HUMAN","P46072","Protein GENE2216",0.2563,1,0.564311,0,0.2485,4,5,FALSE,FALSE,FALSE
"GENE1181","GENE1181_HUMAN","P77419","Protein GENE1181",0.6448,1,0.915576,0,0.0383,5,2,TRUE,FALSE,FALSE
"GENE1885","GENE1885_HUMAN","P99602","Protein GENE1885",-0.3592,1,0.871977,0,0.0595,2,3,FALSE,FALSE,FALSE
"GENE0900","GENE0900_HUMAN","P10033","Protein GENE0900",0.5436,1,0.695291,0.0274,0.1578,3,5,FALSE,FALSE,FALSE
"GENE2241","GENE2241_HUMAN","P99903","Protein GENE2241",-0.4355,1,0.547349,0,0.2617,5,3,FALSE,FALSE,FALSE
"GENE1602","GENE1602_HUMAN","P47011","Protein GENE1602",-0.2539,0.405509,0.097763,0.4856,1.0098,3,3,FALSE,FALSE,FALSE
"GENE0121","GENE0121_HUMAN","P11258","Protein GENE0121",0.5162,1,0.441031,0,0.3555,6,4,TRUE,FALSE,FALSE
"GENE2822","GENE2822_HUMAN","P03559","Protein GENE2822",-0.0455,1,0.996528,0,0.0015,3,3,FALSE,FALSE,FALSE
"GENE1664","GENE1664_HUMAN","P77271","Protein GENE1664",0.3634,1,0.987487,0,0.0055,3,4,FALSE,FALSE,FALSE
"GENE1498","GENE1498_HUMAN","P34294","Protein GENE1498",-0.0116,0.348602,0.105585,0.3409,0.9764,6,4,TRUE,TRUE,FALSE
"GENE0409","GENE0409_HUMAN","P21859","Protein GENE0409",0.508,1,0.858045,0,0.0665,5,3,FALSE,FALSE,FALSE
"GENE2721","GENE2721_HUMAN","P53870","Protein GENE2721",0.6295,1,0.402979,0.353,0.3947,3,5,FALSE,FALSE,FALSE
"GENE0203","GENE0203_HUMAN","P55588","Protein GENE0203",-0.3479,1,0.657258,0,0.1823,5,2,FALSE,TRUE,FALSE
"GENE1177","GENE1177_HUMAN","P33475","Protein GENE1177",0.0528,1,0.408767,0,0.3885,6,5,FALSE,FALSE,FALSE
"GENE1052","GENE1052_HUMAN","P08501","Protein GENE1052",-0.0634,1,0.415562,0,0.3814,5,5,FALSE,FALSE,FALSE
"GENE2841","GENE2841_HUMAN","P91070","Protein GENE2841",-0.3264,1,0.492543,0,0.3076,4,6,TRUE,FALSE,FALSE
"GENE2639","GENE2639_HUMAN","P87510","Protein GENE2639",0.4997,0.635656,0.211804,0.2838,0.6741,3,4,FALSE,FALSE,FALSE
"GENE0799","GENE0799_HUMAN","P25654","Protein GENE0799",-0.3567,0.26381,0.216114,0.2616,0.6653,5,4,FALSE,FALSE,FALSE
"GENE2873","GENE2873_HUMAN","P08738","Protein GENE2873",0.3229,1,0.982496,0,0.0077,4,2,FALSE,FALSE,FALSE
"GENE0847","GENE0847_HUMAN","P76560","Protein GENE0847",-0.0605,0.757745,0.184851,0.0613,0.7332,6,3,FALSE,FALSE,FALSE
"GENE2417","GENE2417_HUMAN","P87518","Protein GENE2417",0.3394,1,0.655914,0.1713,0.1832,3,4,FALSE,FALSE,FALSE
"GENE0122","GENE0122_HUMAN","P11300","Protein GENE0122",-0.0124,1,0.542744,0.1742,0.2654,5,2,FALSE,FALSE,FALSE
"GENE0369","GENE0369_HUMAN","P65111","Protein GENE0369",-1.9217,0.045571,0.025782,1.0171,1.5887,5,5,FALSE,FALSE,TRUE
"GENE1392","GENE1392_HUMAN","P66007","Protein GENE1392",-0.7285,1,0.960263,0,0.0176,2,2,FALSE,FALSE,FALSE
"GENE1607","GENE1607_HUMAN","P38989","Protein GENE1607",-0.1716,0.624212,0.256788,0.2045,0.5904,6,5,TRUE,FALSE,FALSE
"GENE0380","GENE0380_HUMAN","P51497","Protein GENE0380",0.0671,0.147438,0.093276,0.4183,1.0302,5,3,FALSE,FALSE,FALSE
"GENE2572","GENE2572_HUMAN","P04557","Protein GENE2572",0.0639,0.823323,0.431013,0,0.3655,5,4,FALSE,FALSE,FALSE
"GENE0752","GENE0752_HUMAN","P81494","Protein GENE0752",0.3143,1,0.326858,0,0.4856,3,5,TRUE,FALSE,FALSE
"GENE0231","GENE0231_HUMAN","P10547","Protein GENE0231",-0.3841,0.323369,0.316379,0.1405,0.4998,2,5,FALSE,FALSE,FALSE
"GENE0906","GENE0906_HUMAN","P49312","Protein GENE0906",0.0204,1,0.598407,0,0.223,5,3,FALSE,TRUE,FALSE
"GENE1071","GENE1071_HUMAN","P71760","Protein GENE1071",0.4616,1,0.982315,0,0.0077,3,4,FALSE,FALSE,FALSE
"GENE0762","GENE0762_HUMAN","P74823","Protein GENE0762",0.3191,0.833484,0.636897,0,0.1959,6,2,FALSE,FALSE,FALSE
"GENE2403","GENE2403_HUMAN","P63905","Protein GENE2403",-0.0291,1,0.290435,0,0.537,3,2,FALSE,FALSE,FALSE
"GENE1117","GENE1117_HUMAN","P87628","Protein GENE1117",0.4963,0.802582,0.333047,0,0.4775,6,6,TRUE,FALSE,FALSE
"GENE1681","GENE1681_HUMAN","P60658","Protein GENE1681",0.0888,1,0.475267,0,0.3231,2,3,FALSE,TRUE,FALSE
"GENE0014","GENE0014_HUMAN","P91958","Protein GENE0014",-0.3255,1,0.654532,0,0.1841,5,4,TRUE,FALSE,FALSE
"GENE1796","GENE1796_HUMAN","P96193","Protein GENE1796",0.1936,0.562411,0.35639,0,0.4481,3,3,FALSE,FALSE,FALSE
"GENE0982","GENE0982_HUMAN","P10230","Protein GENE0982",0.2506,1,0.967009,0,0.0146,4,2,FALSE,FALSE,FALSE
"GENE2271","GENE2271_HUMAN","P74558","Protein GENE2271",0.181,1,0.931596,0,0.0308,4,3,FALSE,FALSE,FALSE
"GENE2074","GENE2074_HUMAN","P37716","Protein GENE2074",0.0092,1,0.342757,0,0.465,2,2,FALSE,FALSE,FALSE
"GENE1123","GENE1123_HUMAN","P61630","Protein GENE1123",0.0394,1,0.935268,0,0.0291,4,2,FALSE,FALSE,FALSE
"GENE0877","GENE0877_HUMAN","P85890","Protein GENE0877",-0.5239,1,0.778259,0.0645,0.1089,2,2,TRUE,FALSE,FALSE
"GENE0697","GENE0697_HUMAN","P59921","Protein GENE0697",-0.5192,1,0.620765,0,0.2071,6,5,FALSE,FALSE,FALSE
"GENE1713","GENE1713_HUMAN","P37098","Protein GENE1713",0.0452,0.885146,0.397014,0,0.4012,2,6,FALSE,FALSE,FALSE
"GENE0663","GENE0663_HUMAN","P13203","Protein GENE0663",0.128,1,0.722859,0,0.1409,5,4,FALSE,FALSE,FALSE
"GENE0051","GENE0051_HUMAN","P38061","Protein GENE0051",-0.1639,1,0.59079,0,0.2286,6,4,TRUE,FALSE,FALSE
"GENE1852","GENE1852_HUMAN","P81641","Protein GENE1852",-1.7608,0.099212,0.022691,1.1528,1.6442,3,3,FALSE,TRUE,TRUE
"GENE1785","GENE1785_HUMAN","P76749","Protein GENE1785",-0.0998,0.795249,0.224971,0.4148,0.6479,3,5,FALSE,FALSE,FALSE
"GENE0662","GENE0662_HUMAN","P14339","Protein GENE0662",0.3501,1,0.618124,0,0.2089,2,3,FALSE,TRUE,FALSE
"GENE2036","GENE2036_HUMAN","P31924","Protein GENE2036",-0.5355,1,0.787566,0,0.1037,3,4,FALSE,FALSE,FALSE
"GPATCH4","GPATCH4_HUMAN","P80183","Protein GPATCH4",0.238,1,0.400969,0.0861,0.3969,2,2,FALSE,FALSE,FALSE
"GENE2112","GENE2112_HUMAN","P89148","Protein GENE2112",0.2209,1,0.603162,0,0.2196,2,5,FALSE,FALSE,FALSE
"GENE1484","GENE1484_HUMAN","P51280","Protein GENE1484",0.2269,1,0.83424,0,0.0787,2,6,FALSE,TRUE,FALSE
"GENE2146","GENE2146_HUMAN","P25062","Protein GENE2146",0.0333,1,0.598975,0,0.2226,6,3,FALSE,FALSE,FALSE
"GENE1086","GENE1086_HUMAN","P94773","Protein GENE1086",0.6693,1,0.679949,0,0.1675,5,4,FALSE,FALSE,FALSE
"GENE2649","GENE2649_HUMAN","P12745","Protein GENE2649",-2.9176,0.004617,0.001215,2.3839,2.9155,3,5,FALSE,FALSE,TRUE
"GENE0718","GENE0718_HUMAN","P83880","Protein GENE0718",0.8842,1,0.925286,0,0.0337,6,3,FALSE,FALSE,FALSE
"GENE2683","GENE2683_HUMAN","P75933","Protein GENE2683",0.1934,0.781314,0.777577,0,0.1093,5,3,FALSE,FALSE,FALSE
"GENE0742","GENE0742_HUMAN","P15641","Protein GENE0742",0.448,1,0.374411,0.2485,0.4267,3,5,FALSE,FALSE,FALSE
"GENE1898","GENE1898_HUMAN","P10876","Protein GENE1898",-0.28,0.77191,0.221438,0.3909,0.6547,2,6,FALSE,FALSE,FALSE
"GENE0720","GENE0720_HUMAN","P97042","Protein GENE0720",-0.3436,1,0.458216,0.3159,0.3389,5,5,FALSE,FALSE,FALSE
"GENE1061","GENE1061_HUMAN","P50861","Protein GENE1061",0.1215,1,0.341582,0.1994,0.4665,3,4,FALSE,FALSE,FALSE
"GENE0389","GENE0389_HUMAN","P53628","Protein GENE0389",-0.4559,1,0.475368,0,0.323,5,3,FALSE,FALSE,FALSE
"GENE0026","GENE0026_HUMAN","P49571","Protein GENE0026",-0.1133,1,0.546053,0.0947,0.2628,4,3,FALSE,FALSE,FALSE
"GENE0963","GENE0963_HUMAN","P88897","Protein GENE0963",-0.6355,0.621514,0.501673,0,0.2996,5,5,FALSE,FALSE,FALSE
"GENE2109","GENE2109_HUMAN","P62038","Protein GENE2109",-0.2677,1,0.914762,0,0.0387,3,2,FALSE,FALSE,FALSE
"GENE1037","GENE1037_HUMAN","P13409","Protein GENE1037",-0.3444,1,0.875982,0,0.0575,6,5,FALSE,FALSE,FALSE
"GENE0934","GENE0934_HUMAN","P03991","Protein GENE0934",0.2731,1,0.313699,0,0.5035,2,4,FALSE,FALSE,FALSE
"GENE1122","GENE1122_HUMAN","P40585","Protein GENE1122",-0.1089,0.306935,0.217597,0.0927,0.6623,6,5,FALSE,FALSE,FALSE
"GENE2103","GENE2103_HUMAN","P96021","Protein GENE2103",-0.3344,0.493621,0.108731,0.2777,0.9636,3,3,FALSE,FALSE,FALSE
"GENE1881","GENE1881_HUMAN","P61790","Protein GENE1881",0.4938,1,0.928877,0,0.032,3,6,FALSE,FALSE,FALSE
"GENE2094","GENE2094_HUMAN","P36350","Protein GENE2094",0.0628,1,0.808659,0,0.0922,6,5,FALSE,FALSE,FALSE
"GENE1191","GENE1191_HUMAN","P17405","Protein GENE1191",-0.1584,1,0.387637,0,0.4116,6,5,FALSE,FALSE,FALSE
"GENE1552","GENE1552_HUMAN","P99909","Protein GENE1552",-0.3278,1,0.922493,0,0.035,6,6,FALSE,FALSE,FALSE
"GENE1563","GENE1563_HUMAN","P88245","Protein GENE1563",0.7823,0.384702,0.198261,0.3873,0.7028,2,4,FALSE,FALSE,FALSE
"GENE1535","GENE1535_HUMAN","P13446","Protein GENE1535",-0.2969,1,0.793112,0,0.1007,3,5,FALSE,FALSE,FALSE
"GENE2801","GENE2801_HUMAN","P76420","Protein GENE2801",0.382,1,0.37934,0,0.421,5,3,FALSE,TRUE,FALSE
"GENE1687","GENE1687_HUMAN","P73975","Protein GENE1687",-0.186,1,0.907806,0,0.042,5,4,FALSE,FALSE,FALSE
"GENE0858","GENE0858_HUMAN","P08557","Protein GENE0858",-0.2487,0.22354,0.094855,0.5923,1.0229,5,6,FALSE,FALSE,FALSE
"GENE1486","GENE1486_HUMAN","P12903","Protein GENE1486",0.5937,0.709792,0.225112,0.1764,0.6476,4,4,FALSE,FALSE,FALSE
"GENE2644","GENE2644_HUMAN","P62394","Protein GENE2644",1.7638,0.062315,0.015508,1.2479,1.8095,2,2,FALSE,FALSE,TRUE
"GENE0484","GENE0484_HUMAN","P09403","Protein GENE0484",0.2629,1,0.370218,0,0.4315,3,3,FALSE,FALSE,FALSE
"GENE0605","GENE0605_HUMAN","P77094","Protein GENE0605",-0.1403,0.585462,0.416642,0,0.3802,5,3,FALSE,FALSE,FALSE
"GENE2022","GENE2022_HUMAN","P28056","Protein GENE2022",-0.0903,1,0.442027,0.2979,0.3546,3,2,TRUE,FALSE,FALSE
"GENE2666","GENE2666_HUMAN","P21780","Protein GENE2666",-0.5843,0.553336,0.277419,0.5174,0.5569,6,5,FALSE,TRUE,FALSE
"GENE2189","GENE2189_HUMAN","P58822","Protein GENE2189",0.2218,1,0.494528,0,0.3058,6,3,FALSE,FALSE,FALSE
"GENE1698","GENE1698_HUMAN","P78925","Protein GENE1698",-0.1845,0.096328,0.069598,0.9773,1.1574,6,2,FALSE,FALSE,FALSE
"GENE2525","GENE2525_HUMAN","P64266","Protein GENE2525",0.261,0.3832,0.132068,0.2522,0.8792,6,4,FALSE,FALSE,FALSE
"GENE2898","GENE2898_HUMAN","P51157","Protein GENE2898",0.602,0.307567,0.080205,1.0148,1.0958,2,3,FALSE,FALSE,FALSE
"GENE1404","GENE1404_HUMAN","P61777","Protein GENE1404",0.5437,0.142736,0.10521,0.2801,0.9779,2,5,TRUE,FALSE,FALSE
"GENE2882","GENE2882_HUMAN","P08071","Protein GENE2882",0.0416,0.112246,0.09538,0.5095,1.0205,4,3,FALSE,FALSE,FALSE
"GENE1733","GENE1733_HUMAN","P73806","Protein GENE1733",0.215,1,0.484364,0,0.3148,5,5,FALSE,FALSE,FALSE
"GENE1395","GENE1395_HUMAN","P38832","Protein GENE1395",-0.0283,1,0.290039,0.1276,0.5375,6,5,FALSE,FALSE,FALSE
"LARP4","LARP4_HUMAN","P98578","Protein LARP4",0.2776,1,0.815761,0,0.0884,6,4,FALSE,TRUE,FALSE
"GENE1226","GENE1226_HUMAN","P03702","Protein GENE1226",-0.3383,1,0.989973,0,0.0044,2,3,FALSE,TRUE,FALSE
"GENE0653","GENE0653_HUMAN","P18249","Protein GENE0653",0.0649,1,0.333496,0,0.4769,4,2,FALSE,TRUE,FALSE
"GENE0209","GENE0209_HUMAN","P59662","Protein GENE0209",-0.0725,0.579347,0.142851,0.4302,0.8451,3,2,FALSE,FALSE,FALSE
"GENE2763","GENE2763_HUMAN","P95199","Protein GENE2763",0.1129,1,0.299827,0.1488,0.5231,6,4,FALSE,FALSE,FALSE
"GENE0667","GENE0667_HUMAN","P62603","Protein GENE0667",0.0966,0.613897,0.30409,0,0.517,5,4,FALSE,FALSE,FALSE
"GENE2753","GENE2753_HUMAN","P07448","Protein GENE2753",0.0661,0.815925,0.165533,0.4477,0.7811,6,6,FALSE,TRUE,FALSE
"GENE2494","GENE2494_HUMAN","P57913","Protein GENE2494",-0.0505,1,0.647127,0,0.189,5,5,FALSE,FALSE,FALSE
"GENE0625","GENE0625_HUMAN","P53158","Protein GENE0625",0.387,0.137241,0.086871,0.6262,1.0611,3,4,FALSE,FALSE,FALSE
