"Gene","Entry.Name","UniProt.ID","Description","logFC","P.Val","adj.P.Val","log.P.Val","log.adj.P.Val","n_data_points_BK516_Ctrl","n_data_points_BK516_Cflag","imputed_BK516_Cflag","imputed_BK516_Ctrl","is_significant"
"GENE2796","GENE2796_HUMAN","P65256","Protein GENE2796",-0.4539,1,0.383321,0,0.4164,6,4,TRUE,FALSE,FALSE
"GENE1209","GENE1209_HUMAN","P38303","Protein GENE1209",-0.1532,0.797618,0.165731,0.2562,0.7806,5,2,FALSE,FALSE,FALSE
"GENE2560","GENE2560_HUMAN","P71572","Protein GENE2560",-0.2015,0.693994,0.668676,0,0.1748,5,4,FALSE,FALSE,FALSE
"GENE0791","GENE0791_HUMAN","P77070","Protein GENE0791",0.7914,1,0.454491,0.1251,0.3425,3,4,FALSE,FALSE,FALSE
"GENE2232","GENE2232_HUMAN","P13272","Protein GENE2232",-0.1817,1,0.211907,0.509,0.6739,3,4,FALSE,FALSE,FALSE
"GENE1054","GENE1054_HUMAN","P79868","Protein GENE1054",0.5981,0.367495,0.200913,0.5844,0.697,4,2,FALSE,FALSE,FALSE
"GENE2141","GENE2141_HUMAN","P45164","Protein GENE2141",-0.1998,0.335183,0.070353,0.4994,1.1527,2,3,FALSE,FALSE,FALSE
"GENE0966","GENE0966_HUMAN","P60315","Protein GENE0966",-0.2786,0.322253,0.246926,0,0.6074,4,2,FALSE,FALSE,FALSE
"GENE1537","GENE1537_HUMAN","P41835","Protein GENE1537",2.2077,0.046733,0.015118,1.1639,1.8205,3,4,FALSE,FALSE,TRUE
"GENE2792","GENE2792_HUMAN","P57870","Protein GENE2792",-0.4103,1,0.662749,0,0.1787,4,3,FALSE,FALSE,FALSE
"GENE0730","GENE0730_HUMAN","P20266","Protein GENE0730",0.2605,0.333983,0.092782,0.789,1.0325,4,3,FALSE,FALSE,FALSE
"GENE0550","GENE0550_HUMAN","P72764","Protein GENE0550",-0.4157,1,0.793271,0,0.1006,5,3,FALSE,FALSE,FALSE
"GENE0490","GENE0490_HUMAN","P21071","Protein GENE0490",0.1909,1,0.733528,0,0.1346,3,3,FALSE,FALSE,FALSE
"GENE0940","GENE0940_HUMAN","P83706","Protein GENE0940",-0.2518,0.287713,0.068574,0.7007,1.1638,3,3,FALSE,FALSE,FALSE
"GENE2378","GENE2378_HUMAN","P30769","Protein GENE2378",-0.3331,0.286084,0.162388,0.1326,0.7894,6,4,FALSE,FALSE,FALSE
"GENE1102","GENE1102_HUMAN","P36865","Protein GENE1102",0.2838,0.402045,0.234679,0,0.6295,2,2,FALSE,FALSE,FALSE
"GENE1382","GENE1382_HUMAN","P81393","Protein GENE1382",-0.6751,1,0.432109,0.1338,0.3644,3,4,FALSE,FALSE,FALSE
"GENE1830","GENE1830_HUMAN","P97372","Protein GENE1830",-0.3652,0.302711,0.087157,0.3902,1.0597,3,3,TRUE,FALSE,FALSE
"GENE0304","GENE0304_HUMAN","P35335","Protein GENE0304",-0.2686,1,0.67191,0,0.1727,5,3,FALSE,FALSE,FALSE
"GENE0588","GENE0588_HUMAN","P92826","Protein GENE0588",-0.0737,1,0.325202,0,0.4878,2,4,FALSE,FALSE,FALSE
"GENE1269","GENE1269_HUMAN","P64596","Protein GENE1269",-0.1639,1,0.801405,0,0.0961,4,4,TRUE,FALSE,FALSE
"GENE0205","GENE0205_HUMAN","P52044","Protein GENE0205",-0.403,1,0.65511,0,0.1837,5,4,TRUE,FALSE,FALSE
"GENE2037","GENE2037_HUMAN","P80345","Protein GENE2037",-0.0449,1,0.794072,0,0.1001,6,6,FALSE,FALSE,FALSE
"GENE1413","GENE1413_HUMAN","P69439","Protein GENE1413",-0.0755,1,0.431741,0,0.3648,6,3,FALSE,FALSE,FALSE
"GENE0916","GENE0916_HUMAN","P68282","Protein GENE0916",-0.6036,0.483505,0.208317,0.0021,0.6813,5,3,FALSE,FALSE,FALSE
"GENE1512","GENE1512_HUMAN","P76840","Protein GENE1512",-0.1043,0.57707,0.127863,0.4604,0.8933,3,6,FALSE,FALSE,FALSE
"GENE0973","GENE0973_HUMAN","P40322","Protein GENE0973",0.4773,0.212917,0.095136,0.5225,1.0217,2,3,FALSE,FALSE,FALSE
"GENE0575","GENE0575_HUMAN","P05857","Protein GENE0575",0.1088,1,0.867763,0,0.0616,3,6,FALSE,FALSE,FALSE
"GENE0551","GENE0551_HUMAN","P57859","Protein GENE0551",0.1677,0.675166,0.527279,0,0.278,5,2,FALSE,FALSE,FALSE
"GENE0662","GENE0662_HUMAN","P20689","Protein GENE0662",0.4128,1,0.54882,0,0.2606,2,3,FALSE,FALSE,FALSE
"GENE2011","GENE2011_HUMAN","P56697","Protein GENE2011",3.076,0.061283,0.013032,1.5126,1.885,4,4,TRUE,FALSE,TRUE
"AGGF1","AGGF1_HUMAN","P42665","Protein AGGF1",0.0596,1,0.555733,0.2017,0.2551,6,6,FALSE,FALSE,FALSE
"GENE0294","GENE0294_HUMAN","P54617","Protein GENE0294",0.2918,1,0.653896,0.0391,0.1845,5,5,FALSE,FALSE,FALSE
"GENE0930","GENE0930_HUMAN","P47585","Protein GENE0930",-3.7861,0.01778,0.003863,1.8558,2.4131,6,2,FALSE,FALSE,TRUE
"GENE1274","GENE1274_HUMAN","P84067","Protein GENE1274",0.4665,0.397762,0.221555,0.3904,0.6545,3,6,FALSE,FALSE,FALSE
"GENE2208","GENE2208_HUMAN","P32288","Protein GENE2208",-0.2336,1,0.326127,0,0.4866,4,6,FALSE,FALSE,FALSE
"GENE2366","GENE2366_HUMAN","P88432","Protein GENE2366",0.0359,1,0.813557,0,0.0896,5,4,FALSE,FALSE,FALSE
"GENE1009","GENE1009_HUMAN","P21757","Protein GENE1009",0.5933,1,0.857105,0,0.067,2,5,FALSE,FALSE,FALSE
"GENE1432","GENE1432_HUMAN","P71643","Protein GENE1432",-0.6379,1,0.674035,0,0.1713,6,6,TRUE,FALSE,FALSE
"GENE0347","GENE0347_HUMAN","P50151","Protein GENE0347",-0.8473,1,0.610958,0,0.214,5,2,FALSE,FALSE,FALSE
"GENE1630","GENE1630_HUMAN","P63396","Protein GENE1630",-0.1095,0.297261,0.11355,0.6899,0.9448,5,5,FALSE,FALSE,FALSE
"GENE1378","GENE1378_HUMAN","P48590","Protein GENE1378",-0.05,0.80603,0.770978,0.0299,0.113,4,3,FALSE,FALSE,FALSE
"GENE1763","GENE1763_HUMAN","P10131","Protein GENE1763",-0.5264,1,0.968722,0,0.0138,4,4,FALSE,FALSE,FALSE
"GENE0359","GENE0359_HUMAN","P29545","Protein GENE0359",-0.4834,0.656681,0.635615,0,0.1968,6,5,FALSE,FALSE,FALSE
"GENE1058","GENE1058_HUMAN","P44193","Protein GENE1058",1.1685,0.117987,0.031473,1.2094,1.5021,4,3,FALSE,FALSE,TRUE
"GENE2791","GENE2791_HUMAN","P57953","Protein GENE2791",-0.1341,1,0.964516,0,0.0157,4,6,FALSE,FALSE,FALSE
"TRIP4","TRIP4_HUMAN","P55078","Protein TRIP4",2.3211,0.147715,0.037031,1.0383,1.4314,2,4,FALSE,FALSE,TRUE
"GENE0374","GENE0374_HUMAN","P00669","Protein GENE0374",-0.315,1,0.671328,0,0.1731,3,2,FALSE,FALSE,FALSE
"GENE2142","GENE2142_HUMAN","P82410","Protein GENE2142",-0.1859,0.412937,0.101949,0.6461,0.9916,4,5,FALSE,FALSE,FALSE
"GENE1592","GENE1592_HUMAN","P55041","Protein GENE1592",-0.2576,1,0.596618,0.0646,0.2243,6,2,FALSE,FALSE,FALSE
"GENE1716","GENE1716_HUMAN","P76115","Protein GENE1716",-0.0361,0.677078,0.613534,0,0.2122,6,2,FALSE,FALSE,FALSE
"GENE1626","GENE1626_HUMAN","P51320","Protein GENE1626",0.3382,1,0.89119,0,0.05,6,3,FALSE,FALSE,FALSE
"GENE2327","GENE2327_HUMAN","P04126","Protein GENE2327",-0.2755,1,0.941694,0.0074,0.0261,3,6,FALSE,FALSE,FALSE
"GENE2498","GENE2498_HUMAN","P59685","Protein GENE2498",0.4587,0.882121,0.223806,0,0.6501,5,4,FALSE,FALSE,FALSE
"GENE0399","GENE0399_HUMAN","P14444","Protein GENE0399",0.1207,0.983304,0.886114,0,0.0525,2,5,FALSE,FALSE,FALSE
"GENE2512","GENE2512_HUMAN","P08754","Protein GENE2512",0.2988,1,0.471578,0.0019,0.3264,3,3,FALSE,FALSE,FALSE
"GENE0407","GENE0407_HUMAN","P35633","Protein GENE0407",0.3417,1,0.869753,0,0.0606,4,2,FALSE,FALSE,FALSE
"GENE2363","GENE2363_HUMAN","P66037","Protein GENE2363",-0.2153,0.928035,0.606039,0,0.2175,6,2,TRUE,TRUE,FALSE
"GENE1947","GENE1947_HUMAN","P12625","Protein GENE1947",-0.3209,1,0.641578,0,0.1928,5,6,FALSE,FALSE,FALSE
"GENE0657","GENE0657_HUMAN","P98588","Protein GENE0657",0.583,1,0.882396,0,0.0543,2,4,FALSE,FALSE,FALSE
"GENE0388","GENE0388_HUMAN","P59525","Protein GENE0388",0.2756,0.455384,0.114026,0.7973,0.943,6,3,FALSE,FALSE,FALSE
"GENE1822","GENE1822_HUMAN","P10145","Protein GENE1822",2.5415,0.0786,0.045494,1.2035,1.342,3,3,FALSE,FALSE,TRUE
"GENE2335","GENE2335_HUMAN","P77282","Protein GENE2335",-0.0121,1,0.626251,0.0518,0.2033,2,3,FALSE,FALSE,FALSE
"GENE2847","GENE2847_HUMAN","P81966","Protein GENE2847",0.2858,1,0.643548,0.1682,0.1914,4,2,FALSE,FALSE,FALSE
"GENE0338","GENE0338_HUMAN","P85857","Protein GENE0338",-0.0751,0.397548,0.176476,0.1476,0.7533,3,4,FALSE,FALSE,FALSE
"GENE1227","GENE1227_HUMAN","P92300","Protein GENE1227",-0.0563,0.983851,0.97396,0,0.0115,6,4,FALSE,FALSE,FALSE
"GENE2054","GENE2054_HUMAN","P82670","Protein GENE2054",0.1684,1,0.73835,0,0.1317,6,3,FALSE,FALSE,FALSE
"GENE2456","GENE2456_HUMAN","P14806","Protein GENE2456",0.7856,1,0.452481,0,0.3444,6,6,FALSE,FALSE,FALSE
"WNK1","WNK1_HUMAN","P95142","Protein WNK1",3.2702,0.079085,0.018375,1.1726,1.7358,2,4,FALSE,FALSE,TRUE
"GENE1714","GENE1714_HUMAN","P15456","Protein GENE1714",-0.0538,1,0.495166,0,0.3052,4,4,TRUE,TRUE,FALSE
"GENE0983","GENE0983_HUMAN","P97953","Protein GENE0983",-0.1134,1,0.547642,0,0.2615,2,2,FALSE,FALSE,FALSE
"GENE2416","GENE2416_HUMAN","P33477","Protein GENE2416",-0.401,0.760388,0.309157,0.4648,0.5098,5,2,TRUE,FALSE,FALSE
"GENE0987","GENE0987_HUMAN","P00962","Protein GENE0987",0.0963,1,0.52283,0.0564,0.2816,2,6,FALSE,FALSE,FALSE
"GENE0361","GENE0361_HUMAN","P51934","Protein GENE0361",3.3646,0.088553,0.047085,0.8511,1.3271,5,4,FALSE,TRUE,TRUE
"GENE1819","GENE1819_HUMAN","P48490","Protein GENE1819",0.0396,1,0.565569,0,0.2475,4,5,FALSE,FALSE,FALSE
"GENE2407","GENE2407_HUMAN","P71009","Protein GENE2407",-0.0768,1,0.678898,0.0131,0.1682,5,2,FALSE,FALSE,FALSE
"GENE0002","GENE0002_HUMAN","P47775","Protein GENE0002",0.0072,1,0.707825,0,0.1501,6,2,FALSE,FALSE,FALSE
"GENE0323","GENE0323_HUMAN","P76191","Protein GENE0323",0.3554,0.656219,0.203991,0.626,0.6904,4,2,FALSE,FALSE,FALSE
"GENE0082","GENE0082_HUMAN","P27936","Protein GENE0082",0.0968,1,0.490682,0.2673,0.3092,3,3,FALSE,FALSE,FALSE
"GENE2683","GENE2683_HUMAN","P13519","Protein GENE2683",2.7558,0.123005,0.031825,1.0422,1.4972,6,2,FALSE,FALSE,TRUE
"GENE0218","GENE0218_HUMAN","P44854","Protein GENE0218",-0.2282,1,0.732984,0,0.1349,6,6,FALSE,FALSE,FALSE
"GENE2143","GENE2143_HUMAN","P20389","Protein GENE2143",1.0567,1,0.461371,0.2397,0.3359,4,3,FALSE,FALSE,FALSE
"GENE2801","GENE2801_HUMAN","P56067","Protein GENE2801",0.0307,0.355571,0.153412,0.5695,0.8141,3,2,FALSE,FALSE,FALSE
"GENE1319","GENE1319_HUMAN","P06873","Protein GENE1319",-0.0699,1,0.59944,0,0.2223,3,2,FALSE,FALSE,FALSE
"GENE0023","GENE0023_HUMAN","P37023","Protein GENE0023",-2.7597,0.110098,0.026485,1.3471,1.577,4,6,FALSE,FALSE,TRUE
"GENE0863","GENE0863_HUMAN","P57262","Protein GENE0863",0.7127,0.801275,0.76749,0,0.1149,4,3,FALSE,FALSE,FALSE
"GENE2848","GENE2848_HUMAN","P35924","Protein GENE2848",2.217,0.102398,0.037488,1.0781,1.4261,5,5,FALSE,FALSE,TRUE
"GENE0384","GENE0384_HUMAN","P58388","Protein GENE0384",1.0248,0.063371,0.041103,0.9947,1.3861,5,3,FALSE,TRUE,TRUE
"GENE1137","GENE1137_HUMAN","P13788","Protein GENE1137",-0.2503,0.869719,0.373455,0.2485,0.4278,4,5,FALSE,FALSE,FALSE
"GENE0999","GENE0999_HUMAN","P25718","Protein GENE0999",0.165,0.991674,0.356948,0.2674,0.4474,3,6,FALSE,FALSE,FALSE
"GENE0156","GENE0156_HUMAN","P40129","Protein GENE0156",-0.2335,1,0.562722,0,0.2497,5,5,FALSE,FALSE,FALSE
"GENE0163","GENE0163_HUMAN","P17374","Protein GENE0163",0.0932,1,0.805671,0,0.0938,4,5,FALSE,FALSE,FALSE
"GENE0594","GENE0594_HUMAN","P85154","Protein GENE0594",0.2086,0.606703,0.369279,0,0.4326,4,5,FALSE,FALSE,FALSE
"GENE0952","GENE0952_HUMAN","P15218","Protein GENE0952",0.1246,0.630085,0.521531,0,0.2827,5,4,TRUE,FALSE,FALSE
"GENE0282","GENE0282_HUMAN","P44159","Protein GENE0282",-0.1212,1,0.41624,0,0.3807,5,2,FALSE,FALSE,FALSE
"GENE2294","GENE2294_HUMAN","P28486","Protein GENE2294",0.1187,1,0.59612,0,0.2247,2,2,FALSE,FALSE,FALSE
"GENE0135","GENE0135_HUMAN","P62358","Protein GENE0135",0.304,0.569915,0.152539,0.1536,0.8166,2,3,FALSE,FALSE,FALSE
"GENE1685","GENE1685_HUMAN","P10257","Protein GENE1685",0.2492,1,0.892739,0,0.0493,2,5,FALSE,FALSE,FALSE
"GENE1981","GENE1981_HUMAN","P37087","Protein GENE1981",0.2059,1,0.736325,0,0.1329,5,5,FALSE,FALSE,FALSE
"GENE2609","GENE2609_HUMAN","P44343","Protein GENE2609",-0.0235,1,0.773156,0,0.1117,3,6,FALSE,FALSE,FALSE
"GENE2183","GENE2183_HUMAN","P86992","Protein GENE2183",-0.6478,0.595152,0.330573,0.3945,0.4807,4,4,FALSE,FALSE,FALSE
"GENE1686","GENE1686_HUMAN","P96108","Protein GENE1686",0.0897,0.587072,0.136296,0.6577,0.8655,6,2,FALSE,FALSE,FALSE
"GENE1605","GENE1605_HUMAN","P16517","Protein GENE1605",0.2267,1,0.739402,0,0.1311,4,6,FALSE,FALSE,FALSE
"GENE2779","GENE2779_HUMAN","P76694","Protein GENE2779",-0.7094,0.479916,0.098455,0.4837,1.0068,4,2,FALSE,FALSE,FALSE
"GENE2089","GENE2089_HUMAN","P12554","Protein GENE2089",0.4097,0.723024,0.679167,0,0.168,3,2,FALSE,FALSE,FALSE
"GENE1219","GENE1219_HUMAN","P69327","Protein GENE1219",-1.2155,1,0.355755,0,0.4488,4,4,FALSE,FALSE,FALSE
"GENE1164","GENE1164_HUMAN","P21802","Protein GENE1164",0.2176,0.243362,0.077269,0.7409,1.112,5,6,FALSE,FALSE,FALSE
"GENE1980","GENE1980_HUMAN","P38570","Protein GENE1980",0.4647,0.323988,0.078739,1.0809,1.1038,6,3,FALSE,FALSE,FALSE
"GENE1866","GENE1866_HUMAN","P92867","Protein GENE1866",-0.3763,0.42726,0.20919,0,0.6795,6,6,FALSE,FALSE,FALSE
"GENE1379","GENE1379_HUMAN","P40563","Protein GENE1379",0.5305,1,0.798818,0,0.0976,3,5,FALSE,FALSE,FALSE
"GENE2381","GENE2381_HUMAN","P12168","Protein GENE2381",-0.0429,1,0.999116,0,4e-04,2,2,FALSE,FALSE,FALSE
"GENE2795","GENE2795_HUMAN","P04415","Protein GENE2795",0.4413,0.581668,0.246806,0.4319,0.6076,6,5,FALSE,FALSE,FALSE
"GENE2844","GENE2844_HUMAN","P24943","Protein GENE2844",-0.4321,1,0.481881,0,0.3171,3,5,FALSE,FALSE,FALSE
"GENE0134","GENE0134_HUMAN","P54255","Protein GENE0134",-0.4941,1,0.912252,0,0.0399,5,6,FALSE,FALSE,FALSE
"GENE0814","GENE0814_HUMAN","P91575","Protein GENE0814",0.1329,1,0.588514,0.1788,0.2302,4,2,TRUE,FALSE,FALSE
"GENE0230","GENE0230_HUMAN","P45272","Protein GENE0230",-3.445,0.033707,0.021261,0.9953,1.6724,6,4,FALSE,FALSE,TRUE
"GENE2375","GENE2375_HUMAN","P23910","Protein GENE2375",0.8038,0.556237,0.549842,0.0507,0.2598,3,6,FALSE,FALSE,FALSE
"GENE1048","GENE1048_HUMAN","P99912","Protein GENE1048",-0.1448,0.683323,0.242471,0.0652,0.6153,6,2,FALSE,FALSE,FALSE
"GENE1853","GENE1853_HUMAN","P75246","Protein GENE1853",-3.4815,0.01297,0.003123,2.0879,2.5055,2,2,FALSE,FALSE,TRUE
"GENE1404","GENE1404_HUMAN","P19695","Protein GENE1404",0.1118,0.97979,0.231665,0.065,0.6351,5,3,TRUE,FALSE,FALSE
"GENE2623","GENE2623_HUMAN","P06896","Protein GENE2623",0.2335,0.390511,0.146513,0.2156,0.8341,5,2,FALSE,FALSE,FALSE
"GENE0595","GENE0595_HUMAN","P08611","Protein GENE0595",-0.4345,1,0.653862,0.1065,0.1845,3,3,FALSE,FALSE,FALSE
"GENE1294","GENE1294_HUMAN","P85737","Protein GENE1294",0.4456,0.472167,0.244712,0,0.6113,6,2,FALSE,FALSE,FALSE
"GENE2714","GENE2714_HUMAN","P10172","Protein GENE2714",3.7377,0.059187,0.033707,0.9018,1.4723,5,4,FALSE,FALSE,TRUE
"GENE0492","GENE0492_HUMAN","P02705","Protein GENE0492",-0.3962,1,0.362884,0.3762,0.4402,5,3,TRUE,FALSE,FALSE
"GENE0808","GENE0808_HUMAN","P41949","Protein GENE0808",-0.3499,0.86796,0.19206,0.1471,0.7166,4,2,FALSE,FALSE,FALSE
"GENE0682","GENE0682_HUMAN","P99029","Protein GENE0682",0.3614,1,0.556023,0.034,0.2549,5,2,FALSE,FALSE,FALSE
"GENE1633","GENE1633_HUMAN","P82612","Protein GENE1633",-3.8255,0.146201,0.045379,0.8488,1.3431,6,3,TRUE,FALSE,TRUE
"GENE1514","GENE1514_HUMAN","P00738","Protein GENE1514",-0.3436,1,0.594072,0,0.2262,3,6,FALSE,FALSE,FALSE
"GENE2025","GENE2025_HUMAN","P94305","Protein GENE2025",-0.1889,1,0.396744,0.2836,0.4015,6,2,FALSE,FALSE,FALSE
"GENE0480","GENE0480_HUMAN","P59994","Protein GENE0480",-0.0528,1,0.936735,0,0.0284,6,4,TRUE,FALSE,FALSE
"GENE0797","GENE0797_HUMAN","P48502","Protein GENE0797",0.4231,1,0.772721,0,0.112,6,6,FALSE,FALSE,FALSE
"GENE2306","GENE2306_HUMAN","P28534","Protein GENE2306",0.591,0.507429,0.283384,0.5386,0.5476,6,5,FALSE,FALSE,FALSE
"GENE1949","GENE1949_HUMAN","P44496","Protein GENE1949",-0.4351,1,0.62467,0,0.2043,5,2,FALSE,FALSE,FALSE
"GENE0990","GENE0990_HUMAN","P58816","Protein GENE0990",-0.1438,1,0.55047,0,0.2593,4,2,FALSE,FALSE,FALSE
"GENE1094","GENE1094_HUMAN","P70339","Protein GENE1094",-0.5402,0.90187,0.756135,0,0.1214,4,3,FALSE,FALSE,FALSE
"GENE0087","GENE0087_HUMAN","P23639","Protein GENE0087",-0.8382,0.694373,0.595088,0,0.2254,6,2,FALSE,FALSE,FALSE
"GENE2695","GENE2695_HUMAN","P80569","Protein GENE2695",-3.9461,0.103588,0.03511,1.1459,1.4546,3,5,FALSE,TRUE,TRUE
"GENE0868","GENE0868_HUMAN","P86181","Protein GENE0868",-1.2621,1,0.555728,0,0.2551,5,4,FALSE,FALSE,FALSE
"GENE1797","GENE1797_HUMAN","P80233","Protein GENE1797",0.2095,0.437132,0.094305,0.5666,1.0255,4,3,FALSE,FALSE,FALSE
"GENE2076","GENE2076_HUMAN","P25301","Protein GENE2076",0.5917,0.776912,0.184331,0.3564,0.7344,2,6,FALSE,FALSE,FALSE
"GENE1120","GENE1120_HUMAN","P79333","Protein GENE1120",0.4501,1,0.951878,0,0.0214,2,2,FALSE,FALSE,FALSE
"GENE0722","GENE0722_HUMAN","P94708","Protein GENE0722",-0.4747,1,0.824289,0,0.0839,3,2,FALSE,FALSE,FALSE
"GENE1312","GENE1312_HUMAN","P94418","Protein GENE1312",0.281,1,0.696637,0,0.157,6,5,FALSE,FALSE,FALSE
"GENE1267","GENE1267_HUMAN","P16221","Protein GENE1267",0.2102,0.927631,0.223006,0.126,0.6517,2,5,FALSE,FALSE,FALSE
"GENE2455","GENE2455_HUMAN","P19255","Protein GENE2455",-0.6157,1,0.478115,0,0.3205,5,3,FALSE,FALSE,FALSE
"GENE0292","GENE0292_HUMAN","P97806","Protein GENE0292",0.1148,0.797206,0.32352,0.3835,0.4901,2,4,FALSE,FALSE,FALSE
"GENE0164","GENE0164_HUMAN","P91910","Protein GENE0164",1.0964,0.078164,0.03424,1.4172,1.4655,6,3,FALSE,FALSE,TRUE
"GENE2130","GENE2130_HUMAN","P44117","Protein GENE2130",0.1758,1,0.402793,0,0.3949,4,6,FALSE,FALSE,FALSE
"GENE0376","GENE0376_HUMAN","P67346","Protein GENE0376",-0.1228,1,0.44233,0,0.3543,5,4,TRUE,FALSE,FALSE
"GENE1196","GENE1196_HUMAN","P04475","Protein GENE1196",0.0755,0.213743,0.078657,0.6051,1.1043,3,6,FALSE,FALSE,FALSE
"GENE0552","GENE0552_HUMAN","P14204","Protein GENE0552",0.1556,0.865336,0.761956,0,0.1181,6,4,FALSE,FALSE,FALSE
"GENE1738","GENE1738_HUMAN","P76792","Protein GENE1738",0.0148,1,0.898069,0,0.0467,2,3,FALSE,FALSE,FALSE
"GENE2178","GENE2178_HUMAN","P41127","Protein GENE2178",0.1043,1,0.915178,0,0.0385,3,5,FALSE,FALSE,FALSE
"GENE1616","GENE1616_HUMAN","P27351","Protein GENE1616",0.2296,1,0.842919,0,0.0742,6,4,FALSE,FALSE,FALSE
"GENE1342","GENE1342_HUMAN","P17142","Protein GENE1342",0.3225,1,0.58306,0,0.2343,2,4,TRUE,FALSE,FALSE
"GENE0252","GENE0252_HUMAN","P26688","Protein GENE0252",0.0982,1,0.657641,0,0.182,6,6,FALSE,FALSE,FALSE
"GENE2563","GENE2563_HUMAN","P42980","Protein GENE2563",0.5375,1,0.692814,0,0.1594,2,6,FALSE,FALSE,FALSE
"GENE1670","GENE1670_HUMAN","P26859","Protein GENE1670",-0.1091,0.793668,0.706797,0.029,0.1507,3,4,FALSE,FALSE,FALSE
"GENE1991","GENE1991_HUMAN","P10053","Protein GENE1991",0.2822,0.307815,0.159053,0.2135,0.7985,5,6,FALSE,FALSE,FALSE
"GENE1360","GENE1360_HUMAN","P76014","Protein GENE1360",-2.6838,0.1405,0.041652,0.7308,1.3804,5,2,FALSE,FALSE,TRUE
"GENE2155","GENE2155_HUMAN","P58940","Protein GENE2155",-0.4212,0.634826,0.347496,0.2141,0.4591,4,2,FALSE,FALSE,FALSE
"GENE1022","GENE1022_HUMAN","P78199","Protein GENE1022",0.582,1,0.64996,0,0.1871,2,4,FALSE,FALSE,FALSE
"GENE1305","GENE1305_HUMAN","P29148","Protein GENE1305",0.1384,0.323213,0.241353,0.4769,0.6173,2,4,TRUE,FALSE,FALSE
"GENE2034","GENE2034_HUMAN","P89402","Protein GENE2034",-0.1738,1,0.805117,0,0.0941,3,6,FALSE,TRUE,FALSE
"GENE1338","GENE1338_HUMAN","P87090","Protein GENE1338",-0.2511,1,0.325112,0,0.488,2,2,FALSE,FALSE,FALSE
"GENE0784","GENE0784_HUMAN","P59259","Protein GENE0784",-0.3058,0.419866,0.388241,0,0.4109,3,5,FALSE,FALSE,FALSE
"GENE2499","GENE2499_HUMAN","P36599","Protein GENE2499",0.5459,1,0.971409,0,0.0126,5,4,FALSE,FALSE,FALSE
"GENE1016","GENE1016_HUMAN","P13490","Protein GENE1016",-0.396,0.383428,0.26108,0.2673,0.5832,3,5,FALSE,FALSE,FALSE
"GENE1262","GENE1262_HUMAN","P84775","Protein GENE1262",2.9321,0.029806,0.021578,1.3224,1.666,2,6,FALSE,TRUE,TRUE
"GENE1588","GENE1588_HUMAN","P12372","Protein GENE1588",-0.1393,1,0.640046,0,0.1938,2,5,FALSE,FALSE,FALSE
"GENE0130","GENE0130_HUMAN","P81934","Protein GENE0130",-0.247,0.506905,0.106864,0.7911,0.9712,3,3,FALSE,FALSE,FALSE
"GENE2649","GENE2649_HUMAN","P20687","Protein GENE2649",1.8116,0.02486,0.020961,1.228,1.6786,6,5,TRUE,FALSE,TRUE
"GENE1943","GENE1943_HUMAN","P07317","Protein GENE1943",-0.0155,0.93536,0.811912,0,0.0905,6,2,TRUE,FALSE,FALSE
"GENE1053","GENE1053_HUMAN","P40343","Protein GENE1053",0.2593,1,0.969341,0,0.0135,3,4,TRUE,FALSE,FALSE
"GENE1159","GENE1159_HUMAN","P36185","Protein GENE1159",-0.5926,0.736172,0.665226,0,0.177,6,5,FALSE,FALSE,FALSE
"GENE2524","GENE2524_HUMAN","P22130","Protein GENE2524",1.126,0.04386,0.027812,1.1097,1.5558,5,2,TRUE,FALSE,TRUE
"GENE1563","GENE1563_HUMAN","P62573","Protein GENE1563",-0.0959,0.292762,0.111372,0.3712,0.9532,6,2,FALSE,FALSE,FALSE
"GENE1661","GENE1661_HUMAN","P20090","Protein GENE1661",0.1088,1,0.827456,0,0.0823,5,4,FALSE,FALSE,FALSE
"GENE1055","GENE1055_HUMAN","P70449","Protein GENE1055",0.2493,1,0.97728,0,0.01,6,6,FALSE,TRUE,FALSE
"GENE0445","GENE0445_HUMAN","P17330","Protein GENE0445",0.5352,1,0.980479,0,0.0086,6,4,FALSE,FALSE,FALSE
"GENE1157","GENE1157_HUMAN","P47719","Protein GENE1157",-0.0739,0.282443,0.096912,0.9454,1.0136,3,6,FALSE,FALSE,FALSE
"GENE0817","GENE0817_HUMAN","P93277","Protein GENE0817",-0.6916,1,0.716998,0,0.1445,3,2,FALSE,FALSE,FALSE
"GENE0789","GENE0789_HUMAN","P84731","Protein GENE0789",0.2833,1,0.706119,0.0907,0.1511,2,2,FALSE,TRUE,FALSE
"GENE2759","GENE2759_HUMAN","P31833","Protein GENE2759",-3.3481,0.008548,0.002948,2.149,2.5304,6,4,FALSE,FALSE,TRUE
"GENE0804","GENE0804_HUMAN","P53490","Protein GENE0804",0.5024,0.293387,0.075511,0.9754,1.122,2,2,FALSE,FALSE,FALSE
"GENE0363","GENE0363_HUMAN","P15187","Protein GENE0363",0.2882,1,0.371934,0,0.4295,2,3,FALSE,FALSE,FALSE
"GENE1433","GENE1433_HUMAN","P33930","Protein GENE1433",-0.1722,1,0.86788,0,0.0615,5,2,FALSE,FALSE,FALSE
"GENE1799","GENE1799_HUMAN","P97161","Protein GENE1799",1.2101,0.029323,0.027676,1.1094,1.5579,6,4,FALSE,FALSE,TRUE
